Hypervolume;Iteration;Scale;ReferencePoint
1.1842418518518516;1;normalized maximize-space [-1,1] per objective;[-1.0,-1.0]
2.685430453333333;2;normalized maximize-space [-1,1] per objective;[-1.0,-1.0]
2.6958097644444443;3;normalized maximize-space [-1,1] per objective;[-1.0,-1.0]
2.736262708148148;4;normalized maximize-space [-1,1] per objective;[-1.0,-1.0]
