Hypervolume;Iteration;Scale;ReferencePoint
1.5690660263703702;1;normalized maximize-space [-1,1] per objective;[-1.0,-1.0]
1.5690660263703702;2;normalized maximize-space [-1,1] per objective;[-1.0,-1.0]
1.5690660263703702;3;normalized maximize-space [-1,1] per objective;[-1.0,-1.0]
2.738714143925926;4;normalized maximize-space [-1,1] per objective;[-1.0,-1.0]
2.738714143925926;5;normalized maximize-space [-1,1] per objective;[-1.0,-1.0]
